Å°,¸ö¹«°Ô
153.7,36.5
157.7,49.8
150.1,64.8
159.8,49.9
160,45.5
155.7,59.7
164.3,52.4
152.7,47.6
162.2,52.6
154.4,47.4
162.6,53
154.6,36.6
154,58.1
152,44.6
158.6,43.9
164.4,55.8
159.7,55.7
156.3,43.7
164.6,52.4
162,57.7
160.6,42.5
164.1,49.7
158.1,50.9
154.2,52
150.3,45.3
159.6,46.2
155.8,50.5
154.8,59.3
153.1,52.3
159.1,72.6
159.9,51.7
163,51.8
164.1,50.1
160.1,54.7
153.1,37.9
154.1,46.5
158.1,52.4
159.3,50.9
160.3,52.7
154.8,44
157.5,62.8
166.1,65.2
164,54.6
154.2,53.9
166.4,57.7
147,53.3
164.8,48.8
159.5,50.7
161.3,53.3
158,47
152.4,39.8
160.9,60.1
167.4,70.3
151,35.7
160.5,56.3
162,60.8
159.8,60.6
158.5,42.9
169,63
152.3,47.9
150.3,44.9
150.8,55.2
156.9,56.4
156.2,50.9
162.4,62.3
145.7,48.6
162,56.1
159.3,48.7
164.2,64.9
157.9,63.8
171.8,61.6
160.8,70.9
162.4,44
166.5,61.7
160,45.8
160.2,62.1
148,46.6
166.4,78.8
161.9,39.9
164.4,66.5
166.2,64
163.1,59.2
160.6,54.4
154.3,44.5
172.6,81.1
169.7,73.8
157.9,50.2
172.5,54.1
158.7,57.1
157.2,70.5
153.3,46.3
165.1,70
170,82
158.5,59.5
146.9,42.9
158.6,59.2
156,64
163,59.3
168.5,52.6
174,57.2
157.7,45.3
164.1,50.1
168.9,66.8
159.6,59.1
166,60.8
164.2,53.1
166.8,70.3
175.6,61.8
157.1,55.3
165,51.4
164.7,76.6
169.6,58.4
148.1,42.9
160.7,55.5
177.2,92.2
161.1,45.7
174.9,72.5
162.6,64
169.7,48
166.8,67.9
170.1,57
161.5,46.3
171.1,56.2
177.6,57.4
165.4,72.4
175.4,67.4
180.5,90.8
161,52.6
166.4,93
179.8,118.7
166.9,77.9
168.6,71.8
178.1,50.2
179,100.7
166.9,48.1
169.3,68.2
165.8,49.4
168.7,74.7
173.9,74.1
189.7,88.5
179.3,62.8
173.1,66.9
172.8,63.9
173,51.4
182.4,62.5
167.7,48.7
164.7,46.6
167.1,49.7
181.2,58.8
173.4,52.3
174.2,58.7
175,64.6
175.4,56.8
167.4,55.5
161.7,46.6
157.4,46
165.5,45.8
162.4,42.5
163.3,57
163.9,50.5
150,48
165.8,68
159.9,41
147.8,39.6
171.7,62
145.3,37.6
161,43.6
166,42.8
168.6,70
167.5,46
147.1,37
158,53
171.2,58
155.6,60.4
168.2,51.1
156,45.8
168.7,51
159.1,56
150.1,44.4
168,51
152.1,34.8
166.2,52
180.3,71.5
157.3,41.6
154.9,51
159,34
160,48
170,75
175,55
171,58
158,58
170,61
180,90
163,45
160,60
167,50
165,45
170,53
169,75
161,53
166,57
178,70
163,40
175,68
167,76
176,73
171,62
168,51
175,70
170,57
169,70
170,56
170,60
179,62
165,55
172,70
167,55
175,59
163,50
170,65
158,49
170,58
170,59
173,49
178,70
178,70
170,55
180,75
172,65
170,62
176,75
174,57
169,50
174,57
170,54
174,78
155,50
170,50
179,82
168,73
177,76
172,58
180,66
174,65
172,66
166,51
173,58
170,65
178,76
179,68
172,63
175,64
177,60
147.5,44.5
175.7,76.6
167.9,69.8
155.5,67.5
152.6,42.3
159.5,41.8
161.6,42.9
167.7,49.7
151.5,59.2
159.2,51.1
156.4,56.8
156.6,48.2
154.7,55.3
164.5,50
154.6,41.4
155.8,46.4
146.3,34.2
163.7,48.3
166,65.9
167.2,72.7
151.5,53.3
155,41
175,57
163,59
164,56
163,79
165,48
165,60
158,63
171,76
169,48
176,75
174,82
154,45
170,60
157,55
163,46
158,39
162,49
177,114
168,65
160,53
165.5,45.4
175,58
173,61
177,99
165,83
165,49
178,70
171,56
174,53
172,62
169,60
180,77
174,76
165,67
157,52
170,78
178,87
174,69
166,51
169,50
163,74
178,66
168,60
165,62
176,54
166,52
180,83
162,48
183,94
168,63
165.3,75.3
154.7,47.2
161.8,39.5
150.9,38.1
149.9,45.6
162,50.1
160.4,52.9
167.5,89.8
157.6,57.2
161.4,62.4
168.4,58.3
165.3,70.2
180.2,72.5
181.6,81
168.5,51.6
164.1,54.3
151.7,49.1
180.1,79.5
167.3,60.2
169.6,63.7
149.3,39.7
168.2,81.5
168.1,67.3
154.9,39
177.1,71.3
155.3,51.1
164.9,73.9
166.4,58.5
165.2,75.1
158.9,75.1
170.7,65.5
167.4,56.2
169.8,58.1
171.9,59.6
173.1,65.5
174,94.3
167.3,52.2
173.7,71.3
162.7,57.6
163.7,56.3
162.3,75.2
170.4,80.4
161.6,56.3
172.6,86.2
162.8,56.6
167,57
171.1,77.7
178.4,57.3
163.7,62.4
168.1,43.8
151.4,43.4
173,68.3
162.5,43.1
166.1,52.5
172.3,77.2
160.9,51.7
169.3,76.5
173.4,65.8
178.7,95
166,55.9
175.4,69.5
170.5,60.5
169.8,61.1
171.4,82.6
166.6,56.9
163.4,50
169.3,48.3
170.6,67.4
168.4,84.8
166,73.9
181.6,66.9
171.4,60.4
180.3,79
176.9,68.8
166.7,63.7
181,65.2
170.6,57.5
162,49.6
184.5,83.8
169.1,74.7
176.8,84.9
174.5,78.3
163.6,49.9
175.6,87.7
164.7,49.4
170.2,68.7
166.3,52.7
167.4,51
154.2,44.8
154.9,46.8
154.1,40.5
154,63.1
146.6,51.6
142.8,39
159.4,47.4
147.9,36.3
167.2,55.9
148.2,34.9
151,56.5
153.2,59.5
140.1,32.3
163.3,50.5
150.1,59.5
153.2,57.9
157.9,51.3
158,47.2
154.7,56.8
156.1,47.6
152.9,50
159.5,49.7
154.7,42.8
155,39
156.9,58.9
154,44.8
158.1,60
160.3,56.5
150.9,41.5
164.6,45.3
172.5,53
159.6,43.5
154.6,43.6
152.5,36.1
157,54.1
173.2,60
173.6,92.5
167.6,59
161.3,64.7
171,75
164.5,65
176.6,57
174.6,59
152.2,58.5
160.3,48.5
160.6,44.1
164.1,59.6
151,48.7
164.8,59.5
154,45
164,52
154.1,43
155.6,60
161.2,77.7
161.5,49
154,39
161.2,63.5
168,51
178,57
158,47
166,49
167,53
175,81
177,70
164,45
170,71
169,62
170,55
170,61
166,51
172,79
158,41
170,77
176,61
164,72
157,77
160,72
168,47
162,62
164,53
154,47
159,57
163,59
159,75
160,60
159,51
161,55
155,48
162,53
163,52
169.7,44
169,46
162.9,42.8
156,42
167,52
175,56
162.8,50
165,43
157,37
164,51
145,40
167,46
158,42
168,47
166,76
164,43
171,46
159,41.9
161,43
157,40
169.5,43
159,39.4
155.9,40.5
171.2,46
160.2,46.5
168,42.8
171,45
164.2,45
152.3,31.6
164.4,37.3
167,43
170.3,67.9
160,52.4
174.2,60.1
171,61.8
169.2,78.1
160.8,39.7
165,50.5
161.8,47.8
172.8,43.6
172.3,57.8
170.9,50.8
165.4,50.8
168.7,66.6
179.4,53.5
164.9,52.2
170.8,66.9
164.2,44.5
160.4,61.8
171.7,62.1
159.2,42.9
171.2,48.6
163.1,42.7
160.2,47.7
163.1,47
163,56.3
164,48
161.1,43.9
172.8,50.4
158.2,39.3
159,44
164.4,54.5
166.5,46.8
170,59.3
163.7,57.2
170.5,77.5
177,71.2
173.6,71.3
164.1,68.9
171.5,57.1
179.9,60.6
173.8,85.7
173.7,66.2
161.5,78.8
172.1,60.3
167,64.2
166.6,70.1
175.7,74.2
166.8,46.4
166,80.1
158.7,51.7
160.3,56.1
161.8,60.4
160.9,66
160.1,63.9
160.3,57.3
159.8,49.7
153.4,41.1
153.8,44.4
159.6,49
161.7,55
165.9,53.2
163.1,59.7
159.7,60.5
159,43.9
154.3,43.6
166.7,68.5
157.5,51.4
147.9,63
165.5,50.6
154.2,45.3
152,41.9
160,54.8
159.4,41.4
149.7,50
162,44
157.9,42.1
145.5,43.3
173.8,62.4
147,40.2
165.7,44.9
165,60.8
166.2,70.2
158.9,72.2
152.1,46.9
164.1,57.1
151.8,55.2
152.7,48
156.6,49.6
149.4,48.7
150.8,47
160.3,52.4
161.3,59.3
155,42.8
164.1,53.7
156.8,43
152.9,35.2
162,66.4
178.3,68.8
165.3,49.1
170,54.9
162.8,79.9
164.9,55.5
156.7,52.8
164.4,65.4
164.2,44.4
153.7,56.6
162,59.1
167.5,57.2
165.8,63.5
169.9,62.3
161.3,60.3
167.9,49.5
152.3,53
154.7,47
155.1,69.2
158.7,55.4
156.9,62.1
158.7,48.1
156.5,48.4
161.6,45.7
156.4,43.6
157.9,57.4
152.5,57.8
162.3,41.7
159.8,54.9
156.4,55.5
158.4,46.5
161.6,55.9
164.9,49.9
170.4,50.4
165.8,74.1
180.4,76.9
176.1,81.9
176.6,63.2
162.8,57.4
165.7,48.6
166.2,54
165.5,61
170.5,53
178.2,57.5
167.3,50.9
164.6,52.8
162.8,58.2
168.4,65.5
160.9,52.4
163,46.1
155,51.1
163,53.2
162.4,53.1
156.8,57.4
157.2,45.8
159.9,54.1
162.7,55
160.8,43.8
163.4,46.1
155.1,56.2
156,51.6
166,51.8
166,63
174,54
160,48
164,46
161,63
159,56
159,49
163,42
145,35
170,50
178,76
166,58
164,69
153,41
147,42
177,52
161,60
160,50
160,45
156,42
153,39
150,30
148,38
170,70
162,48
157,44
164,55
160,45
149,34
161,62
160,51
161,55
155,54
157.3,54.6
160.5,50.9
159.8,67.3
165.9,68.7
170,79.9
172,59.4
157.3,53.5
151.8,54.8
159.6,41.8
162,66.4
173.2,67.7
167.7,50.7
159.6,61.6
164.4,61.6
167.1,52.4
164.6,72.7
166.4,49
165.7,50.1
174.3,78.3
158.7,40.6
162.1,51.5
154.8,50.7
164.6,67.9
163.6,47.6
165.2,61.9
155.4,48.2
163.2,58.7
151,41.3
149.5,53
154,49.2
157.6,52.3
147.2,48.4
161.4,41.3
171.5,50.2
171.3,51.1
177.5,59
175.3,58.3
166.2,56.6
175.8,76.2
153,35.2
161.3,59
168.8,64
177.3,97.4
173,70.1
167.6,58.1
170.1,48.3
173.4,51.6
159.8,42.3
165.9,46.6
178.5,69.5
159.1,45.7
164.9,57.1
152.9,51.9
159.9,54.9
162.5,48.6
163.4,57
150.7,57.3
161.5,56.4
162.9,53.7
159.2,54.5
162.3,50.3
161,55.2
162.7,57.4
153.3,54.4
153.4,56
166.2,60.1
166.5,47.5
149,46.9
158.3,44.7
168.5,61.3
177.2,60.5
168.1,57.2
167.1,55.4
166.5,51.2
169.2,48.2
157.5,38.9
178.6,64.2
167.5,49.5
164.6,42.4
162.6,72.6
152.8,35.8
158.7,53.4
163.7,45.6
159.2,49.6
156.1,38.5
163,52.7
156.8,39.7
162.8,45.5
164.3,57.2
157.2,54.9
168.1,52.3
138.9,38.3
154.6,47.2
156.3,45.7
156.4,61.9
147.1,32.8
162,51.2
167,58
167,63
153,43
180.3,78
153,36
174,85
172,59
159,48
166,57
161,60
171,68.5
174.3,83
173,62
169,70
167,52
181,77.7
164,43
161,46
166.9,47.3
167,55
154,43
165,52
163,45.7
161,44
164,79
151,39
161,54
155,52
161,53
157,46
164,60
162,50
164,50
169,46
170,65
168,54
174,76
178,56
168,69
171,57
178.7,94
179.4,63.3
172.7,50.4
172,48
174.5,55.6
169,72
173,49
177,54
180,54
180,65
172,78
175,61
167,58
155,48
157.2,42.5
163,55
156.5,42
163,54
161,54
160,55
170,66
155,50
159.2,47
155,48
152,52
161,52
161,48
163.7,45.9
159.1,50.2
164.7,74.6
161.6,49.4
158.3,53.2
160.3,53
154.4,40.9
161.3,64
160.7,42.9
149.9,49.8
167,62.5
163.2,44.2
151,40.1
165.9,51.7
147.4,47.3
160.6,55.2
156,50.6
160.5,46.4
163.7,54.1
155.3,61
156,41.8
156.8,52.7
155.4,68.5
162.1,45
157,43.3
166.5,52.7
166,51
169.9,62
173.2,57
169.4,52
170.9,52
165,47
172.1,58
174.7,58
165.6,47
161.8,71
172.5,61
169.6,73
175.6,92
167.8,57
162.5,56
162.7,44
160.2,51.4
157.6,59.5
162.4,60
160.1,46
152.6,46.5
162.9,59
159.5,52
153,59.5
161.2,56
153.2,44.5
151,36.5
166.6,56
151.5,36.5
170,82
175,75
171,73
174,60
170.5,65
176,55
165.8,50
169,60
171.3,60
165,52
169,57
165.4,70
173.5,63
174.5,50
157,42
159.3,45
158,39
154.8,39
161.6,44
167.7,40
161.2,49
163.5,55
160.6,55
171.2,62.8
167,53
178,69
163,50
161,53
170.2,60
160,57
160.8,53
153.3,49
156.4,47.2
156.7,55.3
159.3,59.6
173.3,52.4
174.6,72.6
163.1,49.9
164.1,67.5
159.1,46.5
158.3,62.3
166.4,46.5
159.1,35.7
170.5,62.3
156.9,46.6
163,46
167.4,52.1
157.2,47.8
159.1,49.1
166.5,48.8
170.5,68.8
148.2,43.6
166.2,44
160.3,48.6
160.2,63.3
153.6,54.3
161.7,82.8
163.2,52
158.7,43.7
165.9,72
155.6,50.4
157.5,46.4
174.1,77.1
156.3,50.2
166.2,45.7
173,78.4
170.8,58.3
171.7,54.3
169.1,64.3
171.7,75
168.7,68
172.5,66.9
172.5,55.5
163.2,58.3
176.2,71.3
167.1,48.2
171.4,53.7
168.6,53
156.6,45.6
164.4,47.7
159.8,46
157.8,61.1
158.8,54.9
171.3,54.9
152.4,50.9
162,57.1
167.5,62.1
161.1,60.6
151.2,40.6
160.1,48.7
152.4,42.2
163.4,52.4
149.6,43
168.1,53.5
166.9,47.2
169.3,52.8
176.4,55.7
171.3,51.6
166.4,89.4
174,69.4
178.5,84
178.3,63.4
182.7,62.9
169.7,71.2
178.1,85.7
157.9,43.6
174.1,86.7
167.9,68.7
168.7,55
174.7,66.8
166.4,61.2
165.8,61
153.3,50.4
171.7,74.7
162,52.1
159.7,53.7
162.1,63.7
167,55.7
161.5,49.1
158,53.1
164.5,74.7
162.8,58.5
164.3,67.6
165.2,43.2
164.2,60
161.1,51.5
162.5,44.6
147.5,33.9
155.5,46.5
161,49
158.8,56
150.7,54.6
166.6,50
160,53.4
149.4,48.1
150.6,41.9
149,41.9
162.6,86.9
151,51.5
147.2,50.1
156.1,50.6
142.8,37.2
157.1,38.1
149.5,44.6
148.6,44.3
161.5,48.5
157.8,48.6
157,64.3
157.9,42.6
161,51.7
155.2,54.8
153.5,48.7
171.9,80.2
154.4,42.9
162.5,59.4
152.2,43.6
152.3,42.3
165,60.6
177.8,79.5
170.3,69.8
159.9,45.7
167.3,50
158.6,67.5
162.9,49
169,54.2
165.3,54.2
159.9,54.2
165,66.9
151,50.4
162.7,45.7
170.6,76.4
168.9,52.2
170.6,69.4
159.2,38.9
151.7,44.3
161.4,51.2
160.5,60.3
154.2,47.8
153.9,61.1
157.6,50.9
150.8,55.4
164.1,63.5
150.2,43.9
154.7,42
157,45.5
155.8,55
159.2,54.3
163.7,55.3
175.5,73.5
161.4,58.6
174.6,59.7
174.3,82.5
175.9,59.7
169.9,80.5
163.8,56.1
175.7,64
164.2,47.4
169.3,48.4
152.9,87.4
174.1,75.3
167.8,88.2
165.1,58.7
171.4,60
172,47
161.1,52.7
174.1,59
153.4,38.2
156.2,62.5
157.5,63.2
163.1,74.7
155.9,47.6
161.7,64.2
156.9,49.2
160.3,52.4
156.5,84.2
169.3,52.7
164.2,46.3
167.3,46
156.1,52
161.9,52.2
157.6,51.6
158.5,40.4
157.5,35.2
171.2,56.6
157.1,57
181.6,103.5
166.1,48.9
163.7,70.4
153.7,43.5
171.8,64.2
166.8,47.2
176.3,78
167.6,50.9
162.9,54
157.7,60.4
150,29.7
148.4,37.7
159.3,58
156.6,39.1
151.3,34.7
155.2,54
157.6,45.2
157.8,53.9
156.3,46.9
158.7,46.4
157.2,49.1
153.3,42.3
164.2,54.9
147.6,42
162.2,45.5
167.6,78.4
164.8,44.1
167.8,54.6
161.8,59.4
178,102.9
152.1,45.1
163.5,53.3
161.8,51.9
158.8,49.1
169.3,51.7
172.2,74.6
177.8,106.7
168.5,48.1
162.8,69
160.5,47.4
157.4,47.4
163.8,52.7
151.3,49.1
157.4,61.5
160.3,47.8
154.7,46.1
160.2,63.4
165.9,68
161.1,53
150.5,44.2
164.5,43
154.9,56.3
181.2,82.8
166.2,49.4
174.3,74.4
167.8,48.2
179.4,58.2
164.7,52
170.8,78.8
177.3,69.2
165.9,58.3
181,90.6
168.1,75.9
184.5,62.6
164.9,56
160.2,43.2
165.4,58
162.6,61.1
156.5,40.7
153.6,52.3
162,53.1
157,49.6
158.6,46.1
157.2,50.7
160,44.9
157.5,63
159.5,73.5
163.7,80.7
147,45
162.4,54.9
157.4,52.8
157.2,45.9
158.1,56.2
145.9,45.3
163.1,56.7
162.9,63.6
160.8,40.7
159.5,51.5
148.8,36.1
172,59.5
163.7,66.7
167.7,50.1
160.8,63.1
155.5,44.9
159.2,46.2
165.8,60.8
162.8,47.1
162.6,47.8
171.8,66.8
167.7,78.8
169,59.4
152.2,54.5
153.4,38.5
170.1,75.5
161.5,58.5
155.5,40.7
155,40.4
165.5,61.3
154,48
158.2,70.2
154.7,38
160,54.8
167.8,59.8
167.8,63.3
152.8,47.7
154,62.7
157.3,46.1
147.8,39.2
166.4,63.7
154.6,39.7
161.7,51.3
171.6,69.1
166.9,65
160.1,42.7
174.3,58.2
165.3,60
166.2,58.2
163.8,42.1
169.4,70
159,40.1
152,60
161.1,45.3
157.1,47.2
165.1,55
165,52.6
163,54.1
160,46.2
154.5,41.1
165.3,83.1
169,67.2
164.7,55.3
156.6,56.1
154,43.1
157,74.2
158,57.3
158.3,51.1
154.4,41.2
156.6,42.1
164.1,48
176,70
161.2,54.6
161.2,54.6
174.5,55.5
161.7,51.7
161.7,51.7
168.8,49.5
179,61.9
183.3,60
183.3,59
163.4,53.6
169.7,85.9
186.1,91.7
179.3,54.3
169.5,50.7
166.5,53.5
159.7,52.1
162.2,48.2
155.2,55.1
159.8,53
158,56.3
156.7,53.5
159.4,79.8
155.3,37
147.4,49.3
155.8,44.6
155.8,44.6
152.6,45.4
161,50.8
161,50.8
161.8,64.7
169.1,59.9
154.2,50.6
155.8,56.3
157.9,53.8
159.3,52.3
157.4,51.1
158.6,43.5
159.1,48.2
153.1,37.1
170.1,49.3
161.1,46.1
166.9,53
166.4,51
155.3,48.7
154.3,52.3
159.1,58.1
170.5,51.7
164.7,45.8
153,51.4
150.8,35.1
157.1,48.9
163.2,60.8
151.3,39
154.2,46.2
170.8,51
152.3,61.8
168.5,70.6
162.6,48.4
163.1,48.1
167.9,76.6
160.9,59.7
162,61.1
169.5,72.9
161.5,44.2
168.2,49.9
163.7,67.8
162.5,58.1
160.4,56
149.7,54.4
154.9,43.2
155.6,34.6
153.4,44.5
164.5,62.8
166.6,59.4
157.6,51.9
163.7,58.3
161.6,55.7
152.9,49.6
159.8,46.7
155,46.6
161,52.6
160.3,54.2
157.3,40.9
162.6,49.4
167.8,48.6
167.2,56.2
169.1,50.8
175,49.1
172.1,61.4
165.1,65.6
170.7,62.6
163.5,54.4
161.7,45.5
174.4,51.7
168.8,63.8
164.1,66
170.8,59
170.2,62.5
172.9,66
152,54
167.1,44.6
162.9,54.8
155.4,53.8
165.5,47
162.1,56.2
158.6,48.6
171.4,54.6
151.6,48.7
164.9,49.8
150.2,40.3
145.1,49.7
154.8,47.3
163.9,46.3
154.4,33.4
158.8,58
160.4,48.9
160.5,73.2
154.1,58.8
165.5,49
160,62
170.2,75
176.2,75
156.7,59
151.5,47
174.9,64.1
173.2,60
144.9,46
158,44.5
165.5,59.9
165.2,57.7
160.3,50
156.5,42
155.2,56.1
157.8,51
161.7,50
164,45
144.4,31.6
158.2,50.7
163.4,53.8
179.2,77
161.2,50
170.6,47
154,44
172.5,63
169.5,61.5
167.6,59
163.8,47
167.1,53
166.8,57.5
163.5,47.5
166.8,78.5
167.5,45.5
160.3,39
166.5,52
164,64
161.8,77.5
156.6,52.5
168.9,58
162.5,49.2
151.4,62
163,50
154.3,41.2
157.8,50
160.3,46
154.3,61
153.6,45
158.5,41
162,53
156.4,46
168.4,56.5
173.2,55
180.5,82.8
158.5,41.7
171.8,57.2
175.1,77.4
156.4,66.8
173.8,63.7
172.8,65.2
168.6,53.5
166.4,56.8
168,57.7
176.6,72.7
162,55.4
155.8,52.9
159,53
161.3,46.7
151.5,54.4
162.1,50.8
163.3,63.5
162.1,42.3
149.2,43
163.3,62.1
156.5,42.7
161.1,51.2
175.2,55.8
155,53.7
153.3,50.2
161.5,44.7
157.2,73.2
159.1,58.3
162.3,69.3
158.4,59.9
161,44
150,44.5
160.4,81.7
168.1,67.1
169,52
159.9,56.1
166,47
154,39
153.4,56.6
167,52
160.1,52.2
150.8,60.3
151.7,38.1
155.9,63.5
166.7,90.8
156.5,49.6
149.3,55.7
150.3,45.3
155.1,58.2
154,43
155.6,43.8
160.2,54.4
171,60
160.2,66.2
152.2,53
154,50.6
154.3,45.5
163.6,56.1
175.9,73.2
169.4,71.4
169.9,57
155.6,43.3
166.6,55.2
164.8,54
164.3,49
152.1,51.5
152.3,50
162.8,46.1
159,52
176.3,55.1
171.5,65.7
145.5,81
154.9,53.5
160,48.1
170.9,48
152,45.1
160.4,42.7
158.4,46.4
161.8,52.1
157.9,56.1
150.3,51
162.7,54.6
166.7,53.4
157.9,51
165.1,47.6
163,47
152.1,37
161.7,82.1
169.2,59
166,59.3
176.9,61.5
168.3,55.9
171.7,61.8
172.9,67.9
161.8,74.3
165.1,77.9
171.9,74.9
172.2,69.8
175.3,75.6
165.7,48.4
173.5,88.8
180.6,69.2
163,64.6
167.2,74.6
171.6,63
153.8,57.9
160.1,45.2
146.8,48.7
162.8,75
155,41.3
157.9,50.3
156.3,51.8
157,42.9
150.8,49.8
157.9,46.2
160,60.5
160.3,42.1
167.2,55.1
153.4,49.1
165.3,57.6
159.4,57.4
153.4,55.6
170.7,53.8
173.5,69.2
158.1,39.6
143.3,51.7
164.6,51.4
165.4,69.4
159,50.1
169.5,63.9
166,54.6
165.5,53.1
155.9,46.5
155,31.8
144.4,55.1
149.4,37.8
152.3,46.6
160.5,51.7
153.6,50
153.1,42.1
154.7,44.6
156.4,44.9
167.1,50.8
167.7,52.4
159.5,57
156.8,46.6
174.8,60
164,63.7
174.1,74.6
162.7,51.4
168.7,59.6
169.1,64.3
169.1,67.8
169.8,70.8
166.2,53.4
163.4,56.6
170,55.1
166.5,63
158.4,45.9
161.5,61.9
177.5,77.6
161.8,51.3
166,76.5
172.5,67.1
166.1,59.5
167.2,78.1
157.9,52.4
160.5,55.1
158.3,60.8
155.9,51.4
159.1,50.3
154.6,45.6
155.9,51
159.4,57.4
153,43.7
159.7,59.8
158.6,50.6
159.7,60.5
176.3,73.1
181.1,58
166.7,50.5
161.5,51.1
177.5,69.2
167.9,70.1
176.3,56.1
172.9,74.8
170,50.2
171.5,62
162.9,48.3
163.9,63
172.6,63.9
169.8,83.7
164.3,55.9
186,86.8
171.2,76.2
172.7,47.6
175,56.9
153.1,49.8
158.1,50.1
151.7,51.1
175,61.5
159.6,63.8
151.3,43.8
160.9,73.7
165.6,61.3
153.6,47.6
158.2,65.3
162,53.7
163.2,52.3
169.4,66.1
161.3,48.6
159.9,56.5
167.4,51
162,55
152.3,66
161,74
174,62
172,58
162.1,50
147,39
158,40
147,42
159.2,57
156.4,49
170,74
146,36
170,58
149,41
158,52
152,48
164,42
152,43
156,43
155,50
161,70
150.1,60
151.1,48
171.9,72.9
161.3,49.8
160.8,49.9
167,81.1
159.2,49.7
166.2,65.6
167,79.7
167.3,53.7
159.9,63.4
168.9,50.7
148.8,39.8
176.6,86.5
173.3,82.6
167.2,62.3
165.5,63.3
163.5,51.7
155.3,51.6
159.5,46.9
159.3,47.6
154.8,48.3
151.2,52.1
147.4,52.4
163.6,48.2
164.9,84.7
153.6,51
158.4,48
152.9,60.2
161.5,69.9
160.1,55.4
171.9,59.3
160.7,44.4
170.2,72.1
181.6,64.9
174.3,63
163.1,49.8
172.8,68
171.3,43.6
168.3,52.2
171.5,63.5
170,60
168.1,66.2
170.7,66.2
162.5,55.8
157.3,44
170.7,71.6
162,56.7
168.8,88.6
162.2,55.1
158.7,48
154.3,53.4
158.9,55.8
157.4,51.8
163.2,58.3
157.9,50.7
159.1,48.6
162.6,54.1
162.6,52.7
163.5,64.7
165.5,60.9
158.2,48.6
155,63.1
163,84.7
159.3,56.1
170,51.7
155.3,37.9
151,38.5
152,44.9
163.3,54.4
167,67
157.4,51.8
178.7,73
159.3,54.5
158.7,52.6
155.3,47
151.5,58.7
160.6,68.8
166.4,63.4
146.1,34.7
168.2,55.4
148.2,46.4
156,48.8
154,43.6
164.7,49.5
157,51.4
151,39.2
170,52
174.3,87.3
163.2,62.6
160.9,38
172.1,78.3
172.1,60
156.7,52.3
169.6,54.7
157,40.1
158.3,41.5
158.5,44.6
159.7,40.7
164.2,60.7
178.5,80.5
167,69.9
179.3,52.5
161.9,51.9
169.3,48.7
176,54
162.7,46.6
154.8,51.5
167.2,48.8
153.5,44.9
161.5,59.8
168,60.1
157.2,42.5
150.3,46.3
161,43.4
155.1,57.3
164,65.4
162.5,63.2
177.7,61.8
173.3,52
179.7,53.7
178,79.7
167.5,61.5
162,55.2
166.9,49.7
171.5,68.7
168,53.6
166.4,66.1
173.8,81.5
173.5,89.6
170.5,62.8
173.5,50.6
174.9,64.9
174.6,55.8
164.5,44.8
156.1,50.2
167,77.8
172.1,65.9
162.9,53.7
159.4,45.2
161.5,47.8
155,49
170.6,90
151.3,43.2
164.3,52.9
166.3,85.3
158.2,48.4
160.3,51.2
169.5,60
150.8,43.1
165,74.8
156.7,42.2
155.2,57.4
164.8,62.7
164.3,50.8
160.3,57.4
163.4,44.9
159.1,52.4
169.9,61.3
165.5,53.8
164,51.3
136.4,45.2
162.3,55.5
156.6,41.9
150.1,60.3
163.3,56.1
169.8,85.4
161.6,71.4
157.8,43.3
158.3,38.1
156.5,50.6
162.9,49.1
171.8,54.8
161.3,54.8
161.3,54.8
166.2,70.5
161.4,58.1
163.3,46
160,59
167.7,51.1
163.6,44.8
163.3,52.4
176.5,89.2
170.3,50.7
163.3,50.5
155.4,43.1
162.7,67
163.2,64.2
164.5,70
176.9,74.2
160.6,47.7
158.1,45.5
146.4,39.4
161.3,57.3
150.8,51.6
158.9,42.8
171,82.8
165.9,50.9
151.3,44.8
151.9,46.9
171.9,62.8
172.9,53
172,57.1
168.2,60.9
174.4,57.6
164.4,57.4
160,45.8
165,53.4
166.4,75.8
169,66.4
153.8,61.9
173.3,60.3
180,69
174.8,62.9
175.7,54.7
166.1,79
169.7,52
168.1,51.3
149.8,52
154,47
163,44.2
157,50
164.4,50.1
154.3,40.9
163.5,48.9
161.8,58.5
158.7,65.4
158,44.1
171.9,61.8
156.1,44.3
161.8,49.4
155.8,44.2
165,52.7
160,50.3
171.9,78.3
157.3,44
150.3,45.3
146.1,45.6
147.5,37.3
158.6,50
163.8,60.5
169.1,71.4
166.6,45.9
146.6,34.3
146.4,42.7
164,42.3
161,56.6
165.2,48.6
168,58.3
156,43.4
166.3,58.7
143.4,37.2
164.8,54.8
166.7,63.8
159,67.5
160.3,43.6
153,49.2
184.2,96
165.2,44
155,46
172.1,58
170,70.3
157.5,48.4
170.9,60.5
161.3,62.5
172.5,63.5
155.2,44.5
168.2,61.5
158.4,59.5
159.7,40.5
163.3,79
167,63
163,52
158.7,63
163.9,64
160,54
155.6,44
166.5,95
151.5,64
160,52
155.6,51.5
162.7,46
151,54
175.1,49.8
176.6,60.8
172.8,59.8
168.8,91.7
171.6,58.5
175,70.8
172.8,59.5
170.6,55.2
178.6,63.5
163.4,66.2
180.2,73.1
174.3,50
175.9,75.5
171.4,66.3
158.2,51.4
170.2,58.1
169.4,57
178.4,80.8
156.4,43.5
179.9,112.6
159.7,41
170.9,49.1
154.7,42.4
161.5,53
157.9,66.4
160.6,44.2
